stdhour,routeno,routename,updowntypecode,vdsid,trafficamout,shareratio,conzoneid,conzonename,stddate,speed,timeavg,grade,collection_time
1540,0500,영동선,E,0500VDE12000,50,35,0500CZE230,원주IC-새말IC,20250503,27,122,3,2025-05-03 15:43:09
1540,0500,영동선,E,0500VDE12100,39,32,0500CZE230,원주IC-새말IC,20250503,29,150,3,2025-05-03 15:43:09
1540,0500,영동선,E,0500VDE12200,43,24,0500CZE230,원주IC-새말IC,20250503,33,133,3,2025-05-03 15:43:09
1540,0500,영동선,E,0500VDE13200,19,55,0500CZE240,새말IC-둔내IC,20250503,11,468,3,2025-05-03 15:43:09
1540,0500,영동선,E,0500VDE13400,24,25,0500CZE240,새말IC-둔내IC,20250503,26,122,3,2025-05-03 15:43:09
1540,0500,영동선,E,0500VDE13500,48,21,0500CZE240,새말IC-둔내IC,20250503,39,81,3,2025-05-03 15:43:09
1540,0500,영동선,E,0500VDE14400,27,46,0500CZE250,둔내IC-동둔내Hi,20250503,20,179,3,2025-05-03 15:43:09
1540,0500,영동선,E,0500VDE14500,27,46,0500CZE250,둔내IC-동둔내Hi,20250503,20,170,3,2025-05-03 15:43:09
1540,0500,영동선,E,0500VDE14600,27,46,0500CZE250,둔내IC-동둔내Hi,20250503,20,134,3,2025-05-03 15:43:09
1540,0500,영동선,E,0500VDE15101,43,23,0500CZE260,면온IC-평창IC,20250503,40,61,2,2025-05-03 15:43:09
1540,0500,영동선,E,0500VDE15200,43,23,0500CZE260,면온IC-평창IC,20250503,40,63,2,2025-05-03 15:43:09
1540,0500,영동선,E,0500VDE15700,29,56,0500CZE270,평창IC-속사IC,20250503,12,264,3,2025-05-03 15:43:09
1540,0500,영동선,E,0500VDE15800,29,56,0500CZE270,평창IC-속사IC,20250503,12,264,3,2025-05-03 15:43:09
1540,0500,영동선,E,0500VDE15900,39,23,0500CZE270,평창IC-속사IC,20250503,39,126,3,2025-05-03 15:43:09
1540,0500,영동선,E,0500VDE16000,36,44,0500CZE270,평창IC-속사IC,20250503,19,273,3,2025-05-03 15:43:09
1540,0500,영동선,E,0500VDE16300,34,42,0500CZE270,평창IC-속사IC,20250503,25,129,3,2025-05-03 15:43:09
1540,0500,영동선,S,0500VDS03000,55,0,0500CZS100,동수원IC-북수원IC,20250503,23,74,3,2025-05-03 15:43:09
1540,0500,영동선,S,0500VDS03100,55,0,0500CZS100,동수원IC-북수원IC,20250503,23,171,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE00100,40,22,0520CZE090,경기광주JC-곤지암1터널,20250503,30,341,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE01300,20,44,0520CZE110,동곤지암IC-흥천이포IC,20250503,9,359,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE01500,36,25,0520CZE110,동곤지암IC-흥천이포IC,20250503,21,116,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE01600,38,22,0520CZE110,동곤지암IC-흥천이포IC,20250503,33,64,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE01800,26,46,0520CZE110,동곤지암IC-흥천이포IC,20250503,7,447,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE01900,42,21,0520CZE110,동곤지암IC-흥천이포IC,20250503,33,117,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE02000,30,36,0520CZE110,동곤지암IC-흥천이포IC,20250503,17,306,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE02100,24,35,0520CZE120,흥천이포IC-대신IC,20250503,16,129,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE02200,36,26,0520CZE120,흥천이포IC-대신IC,20250503,28,136,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE02600,44,27,0520CZE130,대신IC-동여주IC,20250503,28,57,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE02700,38,29,0520CZE130,대신IC-동여주IC,20250503,23,124,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE02900,38,20,0520CZE130,대신IC-동여주IC,20250503,35,92,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE03900,44,20,0520CZE140,동여주IC-동양평IC,20250503,39,91,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE04600,36,25,0520CZE150,동양평IC-서원주IC,20250503,29,93,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE04700,38,19,0520CZE150,동양평IC-서원주IC,20250503,34,28,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE04800,36,15,0520CZE150,동양평IC-서원주IC,20250503,39,64,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE05000,38,21,0520CZE150,동양평IC-서원주IC,20250503,37,66,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE05100,34,30,0520CZE150,동양평IC-서원주IC,20250503,23,123,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE05200,38,22,0520CZE150,동양평IC-서원주IC,20250503,29,97,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE05300,34,23,0520CZE150,동양평IC-서원주IC,20250503,27,100,3,2025-05-03 15:43:09
1540,0520,광주원주선,E,0520VDE05400,40,19,0520CZE150,동양평IC-서원주IC,20250503,38,64,3,2025-05-03 15:43:09
1540,0520,광주원주선,S,0520VDS00800,38,18,0520CZS100,동곤지암IC-곤지암1터널,20250503,36,87,3,2025-05-03 15:43:09
1540,0550,중앙선,E,0550VDE01700,38,27,0550CZE145,동명동호IC-다부IC,20250503,23,178,3,2025-05-03 15:43:09
1540,0550,중앙선,E,0550VDE01800,38,27,0550CZE145,동명동호IC-다부IC,20250503,23,185,3,2025-05-03 15:43:09
1540,0550,중앙선,E,0550VDE01900,41,21,0550CZE145,동명동호IC-다부IC,20250503,30,146,3,2025-05-03 15:43:09
1540,0550,중앙선,E,0550VDE02000,40,23,0550CZE145,동명동호IC-다부IC,20250503,27,132,3,2025-05-03 15:43:09
1540,0550,중앙선,E,0550VDE02100,38,30,0550CZE145,동명동호IC-다부IC,20250503,23,113,3,2025-05-03 15:43:09
1540,0550,중앙선,S,0550VDS00400,60,26,0550CZS040,대감JC-대동IC,20250503,31,235,3,2025-05-03 15:43:09
1540,0550,중앙선,S,0550VDS12500,23,24,0550CZS230,단양IC-풍기IC,20250503,11,614,3,2025-05-03 15:43:09
1540,0550,중앙선,S,0550VDS14503,35,24,0550CZS250,남제천IC-북단양IC,20250503,32,82,3,2025-05-03 15:43:09
1540,0550,중앙선,S,0550VDS14505,35,24,0550CZS250,남제천IC-북단양IC,20250503,32,121,3,2025-05-03 15:43:09
1540,0550,중앙선,S,0550VDS14600,35,24,0550CZS250,남제천IC-북단양IC,20250503,32,158,3,2025-05-03 15:43:09
1540,0552,대구부산선,E,0552VDE01180,44,30,0552CZE080,남밀양IC-밀양IC,20250503,25,167,3,2025-05-03 15:43:09
1540,0552,대구부산선,E,0552VDE01190,23,45,0552CZE085,밀양IC-밀양JC,20250503,8,321,3,2025-05-03 15:43:09
1540,0552,대구부산선,E,0552VDE01210,26,34,0552CZE090,밀양JC-청도IC,20250503,12,231,3,2025-05-03 15:43:09
1540,0552,대구부산선,E,0552VDE01220,40,38,0552CZE090,밀양JC-청도IC,20250503,18,67,3,2025-05-03 15:43:09
1540,0552,대구부산선,E,0552VDE01230,41,32,0552CZE090,밀양JC-청도IC,20250503,22,47,3,2025-05-03 15:43:09
1540,0552,대구부산선,E,0552VDE01240,41,17,0552CZE090,밀양JC-청도IC,20250503,39,22,3,2025-05-03 15:43:09
1540,0552,대구부산선,E,0552VDE01620,38,21,0552CZE100,청도IC-수성IC,20250503,33,42,3,2025-05-03 15:43:09
1540,0552,대구부산선,S,0552VDS01430,39,18,0552CZS090,청도IC-밀양JC,20250503,35,92,3,2025-05-03 15:43:09
1540,0552,대구부산선,S,0552VDS01440,38,35,0552CZS090,청도IC-밀양JC,20250503,18,102,3,2025-05-03 15:43:09
1540,0552,대구부산선,S,0552VDS01450,42,29,0552CZS090,청도IC-밀양JC,20250503,23,97,3,2025-05-03 15:43:09
1540,0552,대구부산선,S,0552VDS01460,39,33,0552CZS090,청도IC-밀양JC,20250503,20,138,3,2025-05-03 15:43:09
1540,0552,대구부산선,S,0552VDS01470,27,47,0552CZS090,청도IC-밀양JC,20250503,12,204,3,2025-05-03 15:43:09
1540,0552,대구부산선,S,0552VDS01480,20,50,0552CZS090,청도IC-밀양JC,20250503,21,139,3,2025-05-03 15:43:09
1540,0552,대구부산선,S,0552VDS01490,36,23,0552CZS090,청도IC-밀양JC,20250503,25,146,3,2025-05-03 15:43:09
1540,0552,대구부산선,S,0552VDS01500,28,39,0552CZS090,청도IC-밀양JC,20250503,13,252,3,2025-05-03 15:43:09
1540,0552,대구부산선,S,0552VDS01860,39,31,0552CZS110,동대구IC-수성IC,20250503,24,140,3,2025-05-03 15:43:09
1540,0552,대구부산선,S,0552VDS01870,40,31,0552CZS120,동대구JC-동대구IC,20250503,22,90,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00003,18,27,0600CZE040,덕소삼패IC-남양주TG,20250503,16,257,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00005,51,42,0600CZE040,덕소삼패IC-남양주TG,20250503,29,136,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00007,51,39,0600CZE050,남양주TG-화도IC,20250503,20,328,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00008,51,41,0600CZE050,남양주TG-화도IC,20250503,18,281,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00009,26,39,0600CZE050,남양주TG-화도IC,20250503,19,415,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00010,26,39,0600CZE050,남양주TG-화도IC,20250503,19,263,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00012,55,35,0600CZE065,화도JC-서종IC,20250503,37,143,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00016,53,46,0600CZE070,서종IC-설악IC,20250503,25,132,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00017,53,46,0600CZE070,서종IC-설악IC,20250503,25,142,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00018,59,41,0600CZE070,서종IC-설악IC,20250503,30,114,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00019,65,38,0600CZE070,서종IC-설악IC,20250503,30,111,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00100,29,33,0600CZE130,춘천JC-동홍천IC,20250503,17,249,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00600,39,25,0600CZE140,동홍천IC-내촌IC,20250503,28,256,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00700,39,25,0600CZE140,동홍천IC-내촌IC,20250503,28,212,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00800,30,41,0600CZE140,동홍천IC-내촌IC,20250503,15,428,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00850,32,33,0600CZE140,동홍천IC-내촌IC,20250503,21,316,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE00901,32,33,0600CZE140,동홍천IC-내촌IC,20250503,21,340,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE01001,39,34,0600CZE140,동홍천IC-내촌IC,20250503,22,326,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE01400,37,22,0600CZE150,내촌IC-인제IC,20250503,28,257,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE01501,31,18,0600CZE150,내촌IC-인제IC,20250503,29,233,3,2025-05-03 15:43:09
1540,0600,서울양양선,E,0600VDE01601,36,22,0600CZE150,내촌IC-인제IC,20250503,28,264,3,2025-05-03 15:43:09
1540,0600,서울양양선,S,0600VDS00001,51,32,0600CZS020,미사IC-선동IC,20250503,29,119,3,2025-05-03 15:43:09
1540,0600,서울양양선,S,0600VDS00011,38,56,0600CZS060,화도JC-화도IC,20250503,12,317,3,2025-05-03 15:43:09
1540,0600,서울양양선,S,0600VDS00014,58,36,0600CZS065,서종IC-화도JC,20250503,34,119,3,2025-05-03 15:43:09
1540,0600,서울양양선,S,0600VDS00015,49,43,0600CZS070,설악IC-서종IC,20250503,25,96,3,2025-05-03 15:43:09
1540,0600,서울양양선,S,0600VDS00016,49,43,0600CZS070,설악IC-서종IC,20250503,25,133,3,2025-05-03 15:43:09
1540,0600,서울양양선,S,0600VDS00032,42,43,0600CZS080,강촌IC-설악IC,20250503,22,305,3,2025-05-03 15:43:09
1540,0651,부산울산선,S,0651VDS00100,25,33,0651CZS010,동부산IC-부산울산시점,20250503,11,457,3,2025-05-03 15:43:09
1540,0651,부산울산선,S,0651VDS00200,35,23,0651CZS010,동부산IC-부산울산시점,20250503,22,245,3,2025-05-03 15:43:09
1540,1000,수도권제1순환선,E,1000VDE03621,78,26,1000CZE160,의정부IC-송추IC,20250503,25,100,3,2025-05-03 15:43:09
1540,1000,수도권제1순환선,E,1000VDE03622,77,20,1000CZE160,의정부IC-송추IC,20250503,35,43,3,2025-05-03 15:43:09
1540,1000,수도권제1순환선,E,1000VDE03624,75,25,1000CZE160,의정부IC-송추IC,20250503,29,50,3,2025-05-03 15:43:09
1540,1000,수도권제1순환선,E,1000VDE03626,80,20,1000CZE160,의정부IC-송추IC,20250503,36,44,3,2025-05-03 15:43:09
1540,1000,수도권제1순환선,E,1000VDE03628,78,18,1000CZE160,의정부IC-송추IC,20250503,40,43,2,2025-05-03 15:43:09
1540,1000,수도권제1순환선,E,1000VDE04800,79,25,1000CZE280,중동IC-송내IC,20250503,32,225,3,2025-05-03 15:43:09
1540,1000,수도권제1순환선,S,1000VDS03620,73,36,1000CZS160,송추IC-의정부IC,20250503,17,189,3,2025-05-03 15:43:09
1540,1000,수도권제1순환선,S,1000VDS03628,83,20,1000CZS160,송추IC-의정부IC,20250503,32,49,3,2025-05-03 15:43:09
1540,1000,수도권제1순환선,S,1000VDS03630,94,24,1000CZS160,송추IC-의정부IC,20250503,38,42,3,2025-05-03 15:43:09
1540,1000,수도권제1순환선,S,1000VDS03644,87,19,1000CZS170,양주TG-송추IC,20250503,38,84,3,2025-05-03 15:43:09
1540,1000,수도권제1순환선,S,1000VDS03648,79,32,1000CZS180,통일로IC-양주TG,20250503,22,359,3,2025-05-03 15:43:09
1540,1000,수도권제1순환선,S,1000VDS03649,79,32,1000CZS180,통일로IC-양주TG,20250503,22,156,3,2025-05-03 15:43:09
1540,1000,수도권제1순환선,S,1000VDS03650,50,48,1000CZS190,고양JC-통일로IC,20250503,18,255,3,2025-05-03 15:43:09
1540,1000,수도권제1순환선,S,1000VDS05100,30,41,1000CZS300,시흥IC-장수IC,20250503,11,507,3,2025-05-03 15:43:09
1540,1000,수도권제1순환선,S,1000VDS05200,30,41,1000CZS300,시흥IC-장수IC,20250503,11,463,3,2025-05-03 15:43:09
1540,1020,남해1지선,E,1020VDE01100,32,48,1020CZE030,서마산IC-동마산IC,20250503,24,219,3,2025-05-03 15:43:09
1540,1020,남해1지선,S,1020VDS00800,55,27,1020CZS020,서마산IC-내서JC,20250503,39,43,3,2025-05-03 15:43:09
1540,1100,제2경인선,E,1100VDE00400,40,31,1100CZE030,문학IC-남동IC,20250503,25,84,3,2025-05-03 15:43:09
1540,1100,제2경인선,S,1100VDS00700,54,32,1100CZS030,남동IC-문학IC,20250503,29,85,3,2025-05-03 15:43:09
1540,1100,제2경인선,S,1100VDS01802,63,0,1100CZS090,일직JC-광명IC,20250503,37,87,3,2025-05-03 15:43:09
1540,1100,제2경인선,S,1100VDS01900,63,0,1100CZS090,일직JC-광명IC,20250503,37,106,3,2025-05-03 15:43:09
1540,1100,제2경인선,S,1100VDS02000,61,36,1100CZS090,일직JC-광명IC,20250503,14,306,3,2025-05-03 15:43:09
1540,1201,신월여의지하도로,S,1201VDS00010,39,7,1201CZS010,여의도JC-신월IC,20250503,40,164,2,2025-05-03 15:43:09
1540,1201,신월여의지하도로,S,1201VDS00020,36,12,1201CZS010,여의도JC-신월IC,20250503,21,168,3,2025-05-03 15:43:09
1540,1201,신월여의지하도로,S,1201VDS00030,39,23,1201CZS010,여의도JC-신월IC,20250503,28,124,3,2025-05-03 15:43:09
1540,1201,신월여의지하도로,S,1201VDS00040,33,12,1201CZS010,여의도JC-신월IC,20250503,25,133,3,2025-05-03 15:43:09
1540,1510,서천공주선,S,1510VDS00400,31,39,1510CZS020,서부여IC-동서천JC,20250503,29,192,3,2025-05-03 15:43:09
1540,1510,서천공주선,S,1510VDS00600,21,36,1510CZS020,서부여IC-동서천JC,20250503,12,459,3,2025-05-03 15:43:09
1540,1510,서천공주선,S,1510VDS00700,23,36,1510CZS020,서부여IC-동서천JC,20250503,14,364,3,2025-05-03 15:43:09
1540,1510,서천공주선,S,1510VDS00900,23,36,1510CZS020,서부여IC-동서천JC,20250503,14,514,3,2025-05-03 15:43:09
1540,1710,용인서울선,E,1710VDE00040,65,21,1710CZE060,광교IC-서수지IC,20250503,33,118,3,2025-05-03 15:43:09
1540,1710,용인서울선,S,1710VDS00090,58,19,1710CZS090,고기터널북측-고기터널남측,20250503,35,61,3,2025-05-03 15:43:09
1540,1710,용인서울선,S,1710VDS00100,55,21,1710CZS110,고기JC북측-고기JC남측,20250503,28,108,3,2025-05-03 15:43:09
1540,1730,익산평택지선,E,1730VDE00400,25,23,1730CZE020,포승IC-포승JC,20250503,35,204,3,2025-05-03 15:43:09
1540,2510,호남지선,S,2510VDS00500,35,34,2510CZS010,논산IC-논산JC,20250503,36,119,3,2025-05-03 15:43:09
1540,2510,호남지선,S,2510VDS00600,35,34,2510CZS010,논산IC-논산JC,20250503,36,36,3,2025-05-03 15:43:09
1540,2510,호남지선,S,2510VDS04400,37,23,2510CZS050,유성JC-유성IC,20250503,36,67,3,2025-05-03 15:43:09
1540,2510,호남지선,S,2510VDS04500,37,23,2510CZS050,유성JC-유성IC,20250503,36,83,3,2025-05-03 15:43:09
1540,2510,호남지선,S,2510VDS05100,24,11,2510CZS060,북대전IC-유성JC,20250503,39,88,3,2025-05-03 15:43:09
1540,3010,상주영천선,E,3010VDE03600,19,36,3010CZE040,서군위IC-군위JCT,20250503,14,296,3,2025-05-03 15:43:09
1540,3010,상주영천선,E,3010VDE03700,25,36,3010CZE040,서군위IC-군위JCT,20250503,21,145,3,2025-05-03 15:43:09
1540,3010,상주영천선,E,3010VDE03800,42,27,3010CZE040,서군위IC-군위JCT,20250503,28,119,3,2025-05-03 15:43:09
1540,3010,상주영천선,E,3010VDE03900,31,40,3010CZE040,서군위IC-군위JCT,20250503,19,186,3,2025-05-03 15:43:09
1540,3010,상주영천선,E,3010VDE04000,30,17,3010CZE040,서군위IC-군위JCT,20250503,28,126,3,2025-05-03 15:43:09
1540,3010,상주영천선,E,3010VDE04100,30,21,3010CZE040,서군위IC-군위JCT,20250503,37,95,3,2025-05-03 15:43:09
1540,3010,상주영천선,E,3010VDE04200,27,24,3010CZE040,서군위IC-군위JCT,20250503,26,125,3,2025-05-03 15:43:09
1540,3010,상주영천선,E,3010VDE04500,37,30,3010CZE050,군위JCT-동군위IC,20250503,24,138,3,2025-05-03 15:43:09
1540,3010,상주영천선,E,3010VDE05200,28,23,3010CZE050,군위JCT-동군위IC,20250503,29,121,3,2025-05-03 15:43:09
1540,3010,상주영천선,E,3010VDE05300,41,26,3010CZE050,군위JCT-동군위IC,20250503,36,134,3,2025-05-03 15:43:09
1540,3010,상주영천선,E,3010VDE06200,28,27,3010CZE060,동군위IC-신녕IC,20250503,28,125,3,2025-05-03 15:43:09
1540,3010,상주영천선,E,3010VDE06400,44,25,3010CZE060,동군위IC-신녕IC,20250503,39,88,3,2025-05-03 15:43:09
1540,3010,상주영천선,S,3010VDS04300,34,36,3010CZS040,군위JCT-서군위IC,20250503,18,194,3,2025-05-03 15:43:09
1540,3010,상주영천선,S,3010VDS04600,44,31,3010CZS050,동군위IC-군위JCT,20250503,33,102,3,2025-05-03 15:43:09
1540,3010,상주영천선,S,3010VDS04700,41,32,3010CZS050,동군위IC-군위JCT,20250503,31,107,3,2025-05-03 15:43:09
1540,3010,상주영천선,S,3010VDS04800,36,28,3010CZS050,동군위IC-군위JCT,20250503,22,151,3,2025-05-03 15:43:09
1540,3010,상주영천선,S,3010VDS04900,41,24,3010CZS050,동군위IC-군위JCT,20250503,40,89,2,2025-05-03 15:43:09
1540,3010,상주영천선,S,3010VDS05000,51,25,3010CZS050,동군위IC-군위JCT,20250503,38,92,3,2025-05-03 15:43:09
1540,3010,상주영천선,S,3010VDS05100,43,29,3010CZS050,동군위IC-군위JCT,20250503,36,95,3,2025-05-03 15:43:09
1540,3010,상주영천선,S,3010VDS05200,44,22,3010CZS050,동군위IC-군위JCT,20250503,39,91,3,2025-05-03 15:43:09
1540,3010,상주영천선,S,3010VDS05300,42,30,3010CZS050,동군위IC-군위JCT,20250503,29,164,3,2025-05-03 15:43:09
1540,4000,봉담동탄선,E,4000VDE00004,19,36,4000CZE010,서오산JC-북오산IC,20250503,39,75,3,2025-05-03 15:43:09
1540,4000,봉담동탄선,E,4000VDE00008,29,35,4000CZE020,북오산IC-동탄JC,20250503,18,178,3,2025-05-03 15:43:09
1540,4000,봉담동탄선,E,4000VDE00009,42,32,4000CZE020,북오산IC-동탄JC,20250503,29,130,3,2025-05-03 15:43:09
1540,4004,화성광주선,E,4004VDE00400,45,19,4004CZE020,동탄IC-서용인IC,20250503,38,144,3,2025-05-03 15:43:09
1540,4004,화성광주선,E,4004VDE00500,48,27,4004CZE020,동탄IC-서용인IC,20250503,31,55,3,2025-05-03 15:43:09
1540,4004,화성광주선,E,4004VDE00600,43,25,4004CZE020,동탄IC-서용인IC,20250503,27,61,3,2025-05-03 15:43:09
1540,4004,화성광주선,E,4004VDE00700,39,21,4004CZE020,동탄IC-서용인IC,20250503,35,107,3,2025-05-03 15:43:09
1540,4007,수도권제2순환선(포천-화도),E,4007VDE02500,18,41,4007CZE040,수동휴게소IC-수동IC,20250503,12,174,3,2025-05-03 15:43:09
1540,4007,수도권제2순환선(포천-화도),E,4007VDE02600,18,39,4007CZE040,수동휴게소IC-수동IC,20250503,10,259,3,2025-05-03 15:43:09
1540,4007,수도권제2순환선(포천-화도),E,4007VDE02700,25,46,4007CZE040,수동휴게소IC-수동IC,20250503,11,199,3,2025-05-03 15:43:09
1540,6000,부산외곽선,S,6000VDS03500,34,27,6000CZS090,기장JC-기장철마IC,20250503,23,377,3,2025-05-03 15:43:09
